spu_id,spu_name,user_id,brand_name,shop_id,shop_name,c1_id,c1_name,c2_id,c2_name,c3_id,c3_name,gmv,unit_sold,brand_clean
3446158208056569039,韩束巨亮颜保湿润肤霜50g,85117811860.0,韩束 (KANS),1740602.0,巨美优选,31.0,个护化妆,3101.0,面部护肤,310103.0,乳液面霜,87.0,3,
3475084929732348936,雅诗兰黛新肌透修护洁面乳,72265734529.0,雅诗兰黛 (ESTEE LAUDER),,环球严选的小店,31.0,个护化妆,3101.0,面部护肤,310101.0,洁面,7869.0,305,雅诗兰黛 (ESTEE LAUDER)
3477253164489674145,【蝙蝠侠IP】巴拉巴拉童装t恤2021新款夏男大童短袖203221117106,100974830685.0,巴拉巴拉 (BALABALA),,巴拉巴拉北京专卖店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,74.0,1,巴拉巴拉 (BALABALA)
3449667858064407842,金韩沙 M912-1 跟高3.5cm 百搭马丁靴,377840747940912.0,金韩沙,,金韩沙服饰大店,11.0,服装,1103.0,男鞋,110361.0,男鞋,398.0,1,
3468588293229283623,流行大容量包包女2021新款潮时尚网红百搭单肩包高级感洋气水桶包,443835510701451.0,杺薇,,杺薇箱包旗舰店,12.0,箱包饰品,1202.0,女包,120201.0,女士单肩,85.5428571428571,2,
3477859171582498683,MAXRIENY2020春圆领白色短款毛衫女网纱修身显瘦七分,96365690494048.0,MAXRIENY,,MAXRIENY女装旗舰店,11.0,服装,1102.0,女装,110212.0,女士针织衫,2850.5714285714284,4,
3490114345348813651,【直播1 】玥之秘水晶防晒喷雾霜透明清爽不油腻防紫外线单,7014348679.0,玥之秘 (RE:CIPE),9108851.0,玥之秘旗舰店,31.0,个护化妆,3102.0,彩妆,310261.0,防晒,388.8041666666666,8,
3474508396701570569,【九乐手工银】足银999筷子,104726644811.0,九乐 (JIULE),,九乐福银饰品店,24.0,珠宝礼品,2401.0,珠宝首饰,240110.0,金银投资,4588.5,12,
3468262281673057862,SHISEIDO资生堂安热沙小金瓶防晒霜60ml,61306750331.0,安热沙 (ANESSA),7058510.0,久平国际海外专营店,31.0,个护化妆,3102.0,彩妆,310261.0,防晒,208.6,1,
3491370591263551084,柒牌男装休闲裤九分裤2021夏季新款青年时尚透气男士120H74270,3993880327884840.0,柒牌 (seven7),,柒牌服装旗舰店,11.0,服装,1101.0,男装,110113.0,男士休闲裤,159.0,1,
3446466509365453461,【拍一发二】佬食仁芝士咸味饼干160g*2盒好吃不腻的早餐酥饼T01,294280319206899.0,佬食仁,10834512.0,芗特优食品专营店,33.0,食品酒水,3301.0,休闲食品,330107.0,饼干糕点,9.899999999999975,1,
3424954402132384101,浪莎【6双装】秋冬男士纯棉透气中筒棉袜时尚简约防臭吸湿排汗夏款秋冬四季款袜子男,82152557762.0,浪莎 (LangSha),3640386.0,云祎,,,,,,,107.51050627457607,2,
3482110107033155371,【买一送一】多喜爱床笠三件套-企鹅冒险家/狐狸野餐记,3803937386289492.0,多喜爱 (DOHIA),,多喜爱官方旗舰店,34.0,家居家装,3404.0,家纺,340405.0,床单被罩,362.6,1,
3481933293841180281,ADIDAS中性经典鞋EE6999#XA,70204787595.0,阿迪达斯 (Adidas),1603199.0,YYsports胜道体育旗舰店,13.0,运动健康,1301.0,运动鞋包,130106.0,休闲鞋,1338.02,2,阿迪达斯 (Adidas)
3475787494040157249,<2>蒙牛奶酪草莓-芝士莓莓27g*4袋 ,74474445812.0,蒙牛 (MENGNIU),,经九通食品,33.0,食品酒水,3301.0,休闲食品,330103.0,休闲零食,59.9,1,蒙牛 (MENGNIU)
3475457803617975613,胖虎/古驰虎头系列/公价7900/992103110011,109417093233.0,古驰 (GUCCI),,出处闲置奢侈品旗舰店,12.0,箱包饰品,1203.0,箱包,120399.0,其他-箱包,52250.0,10,
3471975974369932105,安踏｜安踏男士t恤短袖修身舒适时尚休闲百搭跑步男短T,3280568729482075.0,安踏 (ANTA),,唯品会旗舰店,13.0,运动健康,1302.0,运动服,130202.0,T恤,90.6666666666667,1,安踏 (ANTA)
3457031511084257819,按扣枕套,102032374388.0,依佑,733217.0,依佑家居旗舰店,34.0,家居家装,3404.0,家纺,340461.0,枕巾枕头枕芯,146.63,4,
3430187077877241517,佩兰诗睡眠面膜,70249669684.0,佩兰诗,,新雨化妆品,31.0,个护化妆,3101.0,面部护肤,310104.0,面膜,13.213333333333331,1,
3495286480484628999,【官方专享】潘婷 三分钟奇迹护发素套装,79060828453.0,潘婷 (PANTENE),,宝洁旗舰店,31.0,个护化妆,3104.0,洗发护发,310401.0,洗发水,16986.78947368421,156,
3466148148420989920,【鸥纪儿粉丝专享】个性女生气质百搭衬衫 MDSW00000021,110749082262.0,迪瑞芙,1619160.0,迪瑞芙旗舰店,11.0,服装,1102.0,女装,110202.0,女士衬衫,34335.0,182,
3473057537346145438,斐乐｜斐乐男裤男式运动裤子男时尚运动流行百搭刺绣徽章收口运动,3518864443057087.0,斐乐 (FILA),,唯品会旗舰店,13.0,运动健康,1302.0,运动服,130203.0,运动裤,423.166666666667,1,斐乐 (FILA)
3488440227251521246,冰希黎香氛洗护套装220g*2,103945005365.0,冰希黎 (Boitown),,冰希黎化妆品专卖店,31.0,个护化妆,3105.0,身体护理,310501.0,沐浴,168.0,2,
3460018817621744644,海尔电烤箱 精致烘焙，尽享美味 K-10M2F，K-10M2W，K-10M2B,1459807102441677.0,海尔 (Haier),,海尔伟信专卖店,21.0,家用电器,2103.0,厨房电器,210307.0,电烤箱,229.0,1,海尔 (Haier)
3485524578099456691,巴拉巴拉旗下棉致学院风格子套装北海蓝-MZ21TZ040/MZ21TZ092,1917138921861021.0,棉致,,棉致童装旗舰店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,3095.832891915414,53,
3503645511108452521,【戚薇专享】泰国mistine4D睫毛膏女防水纤长卷翘浓密不晕染,3830331655328956.0,蜜丝婷 (Mistine),,Mistine美妆旗舰店,,,,,,,196911.0,5049,
3486569880831038746,李宁国潮风防风连帽风衣运动款835,,李宁 (LI-NING),,,13.0,运动健康,1302.0,运动服,130205.0,夹克,383.1428571428572,3,
3477699740249011710,【辣妈】babycare婴儿皂氨基酸洗衣皂,103395040834.0,babycare,,babycare官方旗舰店,32.0,母婴,3205.0,洗护用品,320504.0,洗涤用品,110.5625,4,
3419798116533144701,3CE哑光雾面复古红色口红砖红豆沙taupe口红唇彩,4212959571608365.0,三熹玉 (STYLENANDA 3CE),1501527.0,靳爷甄选,31.0,个护化妆,3102.0,彩妆,310203.0,唇彩唇蜜,88.0,1,三熹玉 (STYLENANDA 3CE)
3475077815135808472,MAXRIENY2020夏季新款时尚蕾丝吊带拼接西装马甲上衣,96365690494048.0,MAXRIENY,,MAXRIENY女装旗舰店,11.0,服装,1102.0,女装,110218.0,女士背心,748.5,2,
3491001271270405786,依妙ému-611350020短袖国风珠链镶边拼接蕾丝网纱连衣裙,78782685517822.0,依妙 (emu),,依妙女装小店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,1398.0,1,
3473839399610017344,巴拉巴拉｜巴拉巴拉宝宝裤子婴儿防蚊裤长裤女童休闲裤男童运动2,96275352267.0,巴拉巴拉 (BALABALA),5565464.0,唯品会旗舰店,13.0,运动健康,1302.0,运动服,130203.0,运动裤,1345.5,20,巴拉巴拉 (BALABALA)
3504178761631453571,【匹克体育】匹克篮球鞋男低帮防滑耐磨实战球鞋DA140031直播T,3448483553489128.0,匹克 (PEAK),,匹克旗舰店,,,,,,,249.0,1,
3489925145622111666,【专属】TIMAGE润色款妆前乳,3548868295531693.0,彩棠 (TIMAGE),,彩棠旗舰店,31.0,个护化妆,3102.0,彩妆,310218.0,隔离/妆前,1189.071428571429,7,
3483046884388548767,【361畅泳】游泳衣连体专业运动显瘦黑色露背遮肚保守温泉泳装,1934742037470797.0,361度,,361度游泳旗舰店,13.0,运动健康,1309.0,游泳运动,130903.0,女士泳衣,87.1272727272727,1,
3458362452771794627,彭懿经典图画书7册,110686853277.0,接力出版社 (JieliPublishingHouse),,接力出版社旗舰店,51.0,图书音像,5101.0,图书,510161.0,少儿,559.166666666667,4,
3481765820214985573,518抖C（1号）/古驰/99新/6582249,96886681419.0,红布林,,红布林二手奢侈品旗舰店,31.0,个护化妆,3103.0,香水,310399.0,其他-香水,2775.0,1,
3451784798220227414,LJY-WXY 心上 Louis Vuitton/9成新/,,路易威登 (Louis Vuitton),,,,,,,,,1996.0,1,
3470578641119890284,云漫多肉  翡翠冰（满八十五包邮，除偏远地区）,100588532536.0,云漫多肉,,云漫多肉店,34.0,家居家装,3403.0,厨具,340303.0,水具酒具,150.0,13,
3453572767587385889,minipeace_童装女童套装jk制服魔法学院时尚水手领外套裙子,3733595917134094.0,MiniPeace,,minipeace旗舰店,11.0,服装,1102.0,女装,110213.0,女士半身裙,2684.2591237223,13,
3463132855767561632,泸州老窖出品二曲蓝瓶装45°酒500mL,91606906730.0,泸州老窖 (LUZHOULAOJIAO),9742134.0,酒博士酒类专营店,33.0,食品酒水,3305.0,酒,330501.0,白酒,1029.74285714286,109,泸州老窖 (LUZHOULAOJIAO)
3491035358127331886,【周冬雨代言】Libresse薇尔舒适V感系列卫生巾,1055959741634119.0,轻曲线 (Libresse),,Libresse薇尔卫生巾官方旗舰店,31.0,个护化妆,3107.0,女士护理,310701.0,卫生巾,10.0,10,
3476972902874778998,测试商品勿动,78476143299.0,开课吧,,开课吧官方旗舰店,999999.0,其他,9999.0,其他,99.0,其他,2.0,2,
3492724951201500833,ONLY2021夏季新款复古泡泡袖短款高腰套装连衣裙女|121207144,107895665916.0,ONLY,5893575.0,ONLY官方旗舰店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,15763.166666666666,45,
3479175826002563480,39 Puma Slect Leadcat Ylm 粉 拖鞋,86280470418.0,彪马 (PUMA),,第二回合闲置潮品店,13.0,运动健康,1301.0,运动鞋包,130110.0,运动拖鞋,189.0,1,彪马 (PUMA)
3472705865533011098,【Miiow】舒适吸汗排湿透气莫代尔孕妇内裤抑菌裆无缝低腰三角裤,1195917969731816.0,猫人（MiiOW）,,猫人母婴旗舰店,11.0,服装,1161.0,男士内衣,116104.0,内裤,31.01123595505618,1,
3436696901892873916,IEF/爱依服牛仔喇叭裤1703E-N1178-2-,96314741282.0,爱依服 (IEF),4234483.0,爱依服专卖店,11.0,服装,1102.0,女装,110207.0,女士牛仔裤,231.0,2,
3465781394570124155,七匹狼短袖t恤男夏季圆领宽松大码新款黑色半袖纯棉潮流青年上衣,2946340542751054.0,七匹狼(SEPTWOLVES),,七匹狼秋果男装店,11.0,服装,1101.0,男装,110108.0,男士T恤衫,289.0,1,七匹狼(SEPTWOLVES)
3375270255155872118,矮生小文竹小盆栽竹子室内办公室花卉绿植盆景云竹花盆微景观植物,77243559859.0,夏豹,,夏豹端之阳专卖店,61.0,工业/农业/商业,6102.0,农业用品,610201.0,农业用品,310.651685393259,8,
3482316980424418761,【素布落】休闲哈伦裤,3940249066811531.0,素布落,,素布落工厂店,11.0,服装,1101.0,男装,110113.0,男士休闲裤,39.89999999999998,1,
3463206969664524465,迪兰娅优雅桑蚕丝优雅方巾尺寸86cm,1437811401833004.0,迪兰娅,,迪兰娅小店,12.0,箱包饰品,1204.0,饰品,120401.0,围巾披肩,4554.0,46,
3501183612232055911,铭汇/天梭经典/自动/精钢/单表/公价4750/95新/37mm/YZ007,175529832490478.0,天梭 (Tissot),,铭汇二手奢侈品,999999.0,其他,9999.0,其他,99.0,其他,2400.0,1,
3480430173415980815,达芙妮老爹运动凉鞋女夏季2021年新款轻便厚底松糕鞋潮202103059,2604087348572775.0,达芙妮 (DAPHNE),,达芙妮超衍专卖店,11.0,服装,1104.0,女鞋,110461.0,女鞋,209.0,1,
3492187685152520540,【R】泰国Mistine小草莓变色润唇膏保湿滋润,95670005874.0,蜜丝婷 (Mistine),,Mistine美妆旗舰店,31.0,个护化妆,3101.0,面部护肤,310111.0,唇部护理,51.975,5,
3416097832439018889,佬食仁日式小圆饼干400g整箱休闲零食天日盐奶盐味早餐下午茶,52331634044.0,佬食仁,1853108.0,闪播食品专营店,,,,,,,25.686923076923083,2,
3458945322892573668,黑色双面呢长款大衣女2020冬季新款收腰双排扣酷飒毛呢外套,102949381970.0,太平鸟 (PEACEBIRD),,太平鸟女装旗舰店,11.0,服装,1102.0,女装,110263.0,女士大衣,15733.625,24,太平鸟 (PEACEBIRD)
3455104105855512676,天气丹 花献光彩紧颜水乳霜小样3件套60ml ,1811601938725742.0,后 (The history of whoo),,COCO进口商品,31.0,个护化妆,3101.0,面部护肤,310105.0,护肤套装,236.0,2,
3457313065501120238, 心上 伊夫圣罗兰/9成新/QB-CSY,,圣罗兰 (YSL),,,98.0,虚拟用品,9803.0,游戏点卡,980301.0,游戏点卡,3750.0,1,
3472337295028410345,【直播间专享】其妙酸奶饼干180g/盒多口味白桃味杨枝甘露味综合,75120359982.0,其妙,,其妙官方旗舰店,33.0,食品酒水,3301.0,休闲食品,330107.0,饼干糕点,33.66,3,
3434418408748410609,IEF/爱依服圆头平底短靴1814-30-3-,68801229683.0,爱依服 (IEF),4234483.0,爱依服专卖店,11.0,服装,1102.0,女装,110212.0,女士针织衫,3659.0,51,
3404831201171759643,152025119安踏男服2020年夏季新款短T,97305358358.0,安踏 (ANTA),,南京Anta运动鞋服店,,,,,,,221.18076923076927,3,
3465317070051348258,妃鱼/古驰/单肩包/99成新/市场价14700[210219DGA],102904514250.0,古驰 (GUCCI),,妃鱼莉芙二手奢侈品,12.0,箱包饰品,1203.0,箱包,120399.0,其他-箱包,2899.0,1,
3442764107978298879,日式8寸平盘（满60起发）,2897963027016216.0,屋里进,,屋里进厨具家居官方旗舰店,34.0,家居家装,3403.0,厨具,340304.0,餐具,38.0,1,
3488769159586811058,【贵州茅台镇】龙凤呈祥品鉴原浆酒 500ml*4瓶 高档有面子礼盒装,12798636603580.0,贵樽台,,云起酒水专营店,24.0,珠宝礼品,2404.0,礼品,240403.0,创意礼品,298.0,1,
3434044970032574925,人本厚底高帮帆布鞋女ulzzang潮松糕板鞋2020新款3116,84983847055.0,人本 (RENBEN),1832501.0,云龙区人本鞋店,11.0,服装,1104.0,女鞋,110461.0,女鞋,84.13,1,
3474519492674071366,42173乐美雅玻璃瓶1L,61660323597.0,森高派,,森高派家居旗舰店,34.0,家居家装,3403.0,厨具,340303.0,水具酒具,119.39999999999998,6,
3490126098702976199,【味滋源】爆浆流心芒果饼500g/盒夹心糕点小吃办公休闲零食,86035940532.0,味滋源,,佐客优选,33.0,食品酒水,3301.0,休闲食品,330107.0,饼干糕点,28.90563961485557,1,
3453329994351250759,【金马鞍】半干醇香牛肉干 小块工艺 软硬适中 鲜香味美100g/袋,66702838393.0,金马鞍,1190040.0,金马鞍食品专营店,33.0,食品酒水,3301.0,休闲食品,330110.0,肉干肉脯,43.40966271649935,1,
3457060399051079720,雅鹿 90%白鸭绒 羽绒服中长款加厚外套情侣装 含真毛领,4239368983428488.0,雅鹿（YALOO）,,鹿嘉服饰店,11.0,服装,1101.0,男装,110105.0,男士羽绒服,14650.75,45,
3433375565036548728,聚饰美发卡百搭外出镶钻头饰夹子抓夹成人盘发顶夹发夹卡子  梦梦,111045182309.0,聚饰美,1625145.0,聚饰美官方旗舰店,,,,,,,209.5292307692308,12,
3479925033797824633,【鬼胡胡专属】蒙牛爱氏晨曦奶酪棒儿童成长高钙零食牛奶棒棒320g,62075420552.0,爱氏晨曦 (Arla),3442485.0,瀚诺食品有限公司,33.0,食品酒水,3308.0,牛奶乳品,330801.0,纯奶,1584.0,16,蒙牛 (MENGNIU)
3499024929507129724,【reborn组合】娇韵诗双萃焕活修护精华露50ml,67268947726.0,娇韵诗 (Clarins),,环球星选,31.0,个护化妆,3101.0,面部护肤,310113.0,面部精华,998.3333333333334,2,
3486424599216918533,香魅世家•单肩包XM1106,73024439998.0,香魅世家,,香魅世家私订达人箱包工厂店,12.0,箱包饰品,1203.0,箱包,120309.0,腰包胸包,2380.0,1,
3462300598429433267,【Carsinya卡思亚】不规则蝴蝶结开口戒指229103080136,1063981598125975.0,卡思亚CARSINYA,,卡思亚CARSINYA旗舰店,24.0,珠宝礼品,2401.0,珠宝首饰,240109.0,时尚饰品,784.875,26,
3478231923330009553,巧师傅推荐600g6英寸苏丹王榴莲千层新鲜水果蛋糕,2699999657074919.0,巧师傅,,巧师傅零食店,33.0,食品酒水,3301.0,休闲食品,330107.0,饼干糕点,88.0,1,
3482321651176182776,九阳烧水壶1.5L,73772585373.0,九阳 (JOYOUNG),,海之家,21.0,家用电器,2103.0,厨房电器,210312.0,电水壶,88.0,1,
3463926327479040849,桔夕奢品mcm手提包/95新/无公价/as3588,1173934127986420.0,MCM,,桔夕二手奢侈品,,,,,,,3998.0,2,
3442245780579199283,墨西哥蓝珀天鹅吊坠,1257474721856728.0,金六福 (Jinliufu),,金六福精选珠宝店,24.0,珠宝礼品,2401.0,珠宝首饰,240161.0,玉石,84568.0,11,
3481384944612303853,B店精选B/缪缪/95新/市场价18500/[210516DBC],108211136253.0,缪缪 (Miumiu),2124641.0,LYP旗舰店,33.0,食品酒水,3302.0,粮油调味,330209.0,调味品,3999.0,1,缪缪 (Miumiu)
3442385699976920302,羊羔领棉套装2219,6680914017.0,美玛特,7470082.0,美玛特童装旗舰店,11.0,服装,1101.0,男装,110120.0,男士棉衣,8805.3,147,
3455782173825708257,伊芙丽复古千鸟格连衣裙2020年新款秋冬装泡泡袖长袖显瘦气质裙子,105189687703728.0,伊芙丽 (Eifini),,伊芙丽旗舰店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,5353.5,11,
3487337354836971035,舒适无钢圈上托调整型文胸套装内衣女,2093069468970141.0,南极人 (NANJIREN),,南极人安广专卖店,11.0,服装,1105.0,女士内衣,110501.0,文胸,100.90266364070712,6,
3498245219030326441,【莎莎专享】雅诗兰黛小美盒（洁面+精华露+粉底液+眼霜）,62742067905.0,雅诗兰黛 (ESTEE LAUDER),,智璟美妆,31.0,个护化妆,3101.0,面部护肤,310110.0,眼部护理,8316.0,44,
3476955308524449166,【正品保证】AHC爱和纯 大长金金熨斗黄金多肽淡纹全脸眼霜40ml,62829201806.0,爱和纯 (A.H.C),,A.H.C官方旗舰店,31.0,个护化妆,3101.0,面部护肤,310110.0,眼部护理,179.25,1,
3481574180888134858,雅鹿正品：破洞裤牛仔裤906,59118724969.0,雅鹿（YALOO）,,雅鹿严选,11.0,服装,1101.0,男装,110107.0,男士牛仔裤,795.0,5,
3471366162045082826,#卡卡同款#U型女装打底,1442993961710712.0,JUSTCC,,JUSTCC女装,11.0,服装,1105.0,女士内衣,110501.0,文胸,92.16666666666669,1,
3484197456810536602,海澜之家清新风格圆领时尚简约短袖T恤HNTBJ2D258A,3060695977428600.0,海澜之家 (HLA),,海澜之家HLA男装旗舰店,11.0,服装,1101.0,男装,110108.0,男士T恤衫,68.0,1,
3466189835230934517,巴拉巴拉2020年秋季婴童时尚舒适灯笼型长裤20083200201-0362,597749950590414.0,巴拉巴拉 (BALABALA),,丽水巴拉巴拉,32.0,母婴,3209.0,童装童鞋,320901.0,童装,46.0,1,巴拉巴拉 (BALABALA)
3478004174032094266,米兰站/dior/95新/单肩包/公价13000/19*12,3227788932820711.0,迪奥 (DIOR),,米兰站的名贵腕表店,61.0,工业/农业/商业,6102.0,农业用品,610201.0,农业用品,5500.0,1,
3440782841779205163,veidoorn维动粉丝专享淦就完了篮球（不是粉丝不发货）,106854685105.0,维动 (VEIDOORN),,Veidoorn维动旗舰店,,,,,,,1881.95,95,
3451068363315487719,小花8青 99新 DIOR 带钻一字毛衣链 P240890947,,迪奥 (DIOR),,,,,,,,,5360.0,2,
3417373566533019004,#3 PUMA彪马官方正品 复古刺绣拼色棒球帽 TFS 022555,,彪马 (PUMA),,,,,,,,,348.832,3,
3489373309064374910,P6053史努比童装拉链衫洋气儿童两件套【强子】,4204180384009518.0,史努比 (Snoopy),,SNOOPY史努比品牌童装正品店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,2782.0666666666666,20,
3420591755622529083,立白平衡点洗碗块洗碗机用洗碗粉亮碟剂15g*30颗 除菌率99.9%,75076340517.0,平衡点 (balance dot),,如选电器专营店,,,,,,,96.89125,2,
3441316072530268750,巴布豆男女童鞋27-38码皮面防水运动鞋BBD7078,3218989249476760.0,巴布豆 (BOBDOG),,优选佳童鞋,32.0,母婴,3203.0,尿裤湿巾,320399.0,其他-尿裤湿巾,69.9,1,
3460459393185900375,【May姐推荐】时尚潮流风A142,281106669110383.0,爱诗慕,,爱诗慕旗舰店,24.0,珠宝礼品,2404.0,礼品,240403.0,创意礼品,497.5,3,
3484182276097617929,【公牛】数码智能USB魔方插座无线款,3474107457348871.0,公牛 (BULL),,公牛电器旗舰店,21.0,家用电器,2102.0,生活电器,210220.0,插座插线板,67.625,1,
3478056390164090310,【pig】南极人迷你洗衣J ,1953168324301864.0,南极人 (NANJIREN),,焕悦,11.0,服装,1161.0,男士内衣,116104.0,内裤,398.0,2,南极人 (NANJIREN)
3458372999139490669,蓓瑞欧定制款羽毛发夹,92547330154.0,蓓瑞欧BEERIOO,,蓓瑞欧BEERIOO品牌店,24.0,珠宝礼品,2401.0,珠宝首饰,240109.0,时尚饰品,25.8,1,
3483256807282050491,BALABALA巴拉巴拉夏女童T恤202221117014,4212964551298172.0,巴拉巴拉 (BALABALA),,Balabala钰朗专卖店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,103.5,2,
3459123024983401761,【孔小燃0128】韩束红胶囊玻尿酸高保湿弹润套装,105494115338.0,韩束 (KANS),,韩束优选专卖店,31.0,个护化妆,3101.0,面部护肤,310105.0,护肤套装,3184.0,16,
3433161484514027434,韩国直邮  whoo 男士三件套,108109282977.0,后 (The history of whoo),,双希,,,,,,,488.01,1,
3465621220358272499,20DT172物空高街印花T恤,111522277399.0,物空,606056.0,物空,11.0,服装,1101.0,男装,110108.0,男士T恤衫,805.8499999999995,12,
3479553504094348306,【奢小喵优选】lv 绿色老花五合一单肩包 99新 21050610,3364161774163155.0,路易威登 (Louis Vuitton),,奢小喵闲置旗舰店,12.0,箱包饰品,1202.0,女包,120201.0,女士单肩,17500.0,1,路易威登 (Louis Vuitton)
3475818913831479188,【达人直播】KIMTRUE且初氨基酸洗面奶男女深层清洁温和保湿,61370483865.0,且初 (KIMTRUE),9915657.0,KIMTRUE旗舰店,31.0,个护化妆,3101.0,面部护肤,310101.0,洁面,115.0,2,
3474291079812105225,新款衬衫1893,1402586030414302.0,衣香丽影 (Y.SING),,衣香丽影专柜,11.0,服装,1102.0,女装,110202.0,女士衬衫,79.9,1,
3462296836163911859,爆爆奢闲置/香奈儿/95新/公价￥8000/106073,1011144154214079.0,想享,1392191.0,想享官方旗舰店,31.0,个护化妆,3102.0,彩妆,310202.0,唇膏/口红,2999.0,1,
3445745105191979300,【陳婷陈三废推荐】天海藏麻辣小龙虾尾250g/盒,83307044560.0,天海藏,1703940.0,,,,,,,,39830.15,400,
3458225651746753284,【01.11新品】带帽加厚保暖中长款羽绒棉服,74206949156.0,熙芙妮 (Xevni),9034643.0,熙芙妮的小店,11.0,服装,1102.0,女装,110221.0,女士棉衣,1225.55,10,
3477097976583820072,【老板上班了】相印竹π本色厨房卷纸家用清洁75节2卷,118402747998935.0,竹π,,心相印官方旗舰店,34.0,家居家装,3461.0,纸品湿巾,346102.0,卷纸,1780.0,200,心相印 (Mind Act Upon Mind)
3414028379714912012,香蒲丽 防晒新版60ml防晒霜女 面部清爽不油腻防紫外线隔离排行榜,2071098239760459.0,香蒲丽 (SHANGPREE),,宅小兔美妆,,,,,,,238.12793103448283,2,
3458796094211946202,雅鹿 羊羔绒 纯色圆领卫衣,1530164603009855.0,雅鹿（YALOO）,,雅鹿休闲服饰的小店,11.0,服装,1101.0,男装,110114.0,男士卫衣,59.3,1,
3447300386099228778,【塞飞洛】百搭休闲女包WGG-1PA136,,塞飞洛 (CEFIRO),,,12.0,箱包饰品,1202.0,女包,120201.0,女士单肩,2943.0,27,
3461125847682019657,【矫矫专享】米莱达宽松套头毛衣女极简洋气袖口撞色拼接针织衫女,72065339939.0,衣品天成,4938634.0,衣品天成专营店,11.0,服装,1102.0,女装,110212.0,女士针织衫,69.0,1,
3442976526314919277,老爸评测日本卡乐比薯条土豆棒玉米棒四连包网红休闲膨化零食,93389153804.0,卡乐比 (calbee),6162043.0,,33.0,食品酒水,3301.0,休闲食品,330103.0,休闲零食,6058.8,306,
3449675202500407710,小花8蕾 P240256848/未使用(深库存)/LOUIS VUITTON/麻将包 配饰,,路易威登 (Louis Vuitton),,,,,,,,,20640.0,3,
3499881240885085457,南极人高腰收腹内裤女士收小肚子提臀塑形抗菌裆束腰薄款,2199492178744862.0,南极人 (NANJIREN),,驰阳家的小店,,,,,,,29.9,6,
3460455617909668937,黑黑中古  LV豆腐包,98049716541.0,路易威登 (Louis Vuitton),,黑黑中古二手奢侈品,12.0,箱包饰品,1203.0,箱包,120302.0,拉杆箱包,8850.0,1,路易威登 (Louis Vuitton)
3485132707338543433,GABBANIE夏季新款休闲短袖992269,103193978839.0,GABBANIE,,GABBANIE服装旗舰店,11.0,服装,1101.0,男装,110108.0,男士T恤衫,578.0,1,
3494954307487449180,贵人鸟2031夏季新款休闲九分裤1206307G（03）,84379347136.0,贵人鸟,13607125.0,林友发的服装店,13.0,运动健康,1302.0,运动服,130203.0,运动裤,139.8,2,
3452449223210062769,欧佩酵母传明酸皙颜六件套,92865940295.0,欧佩 (ou pei),5152335.0,无锡洋哥小店,31.0,个护化妆,3101.0,面部护肤,310105.0,护肤套装,6484.5,66,
3434819631750192484,贵人鸟童鞋2082A 2021春季新款轻便跑步鞋运动鞋  5色 26-38码,102170558648.0,贵人鸟,2142384.0,贵人鸟品牌折扣店,13.0,运动健康,1301.0,运动鞋包,130102.0,跑步鞋,29716.2375,425,贵人鸟
3452112240042468792,女大童羽绒服36947948-3,1996321783817360.0,安踏 (ANTA),,安踏儿童河北店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,777.0,3,安踏 (ANTA)
3447855519212149022,安安Prada普拉达黑色杀手包单肩斜挎/95新/公价19000/SS111119,4388888832381581.0,普拉达 (PRADA),4590451.0,,,,,,,,3999.0,1,
3448138587395247376,mideer弥鹿森林探险拼图儿童益智150片男女孩宝宝认知玩具5-6-8岁,95945941286.0,弥鹿 (MiDeer),,妙妙巧母婴店,32.0,母婴,3213.0,玩具,321305.0,积木拼插,79.0,1,
3479721316997794814,【设计师款】minipeace太平鸟童装男童短裤21夏装新款F1GCB2E20,3733595917134094.0,MiniPeace,,minipeace旗舰店,13.0,运动健康,1302.0,运动服,130203.0,运动裤,185.5,1,太平鸟 (PEACEBIRD)
3462702066328327085,【小奥汀】丝柔无瑕遮瑕液v0,64170722502.0,小奥汀 (littleondine),1569991.0,小奥汀旗舰店,31.0,个护化妆,3102.0,彩妆,310219.0,遮瑕,26941.1666666667,247,小奥汀 (littleondine)
3487755854445430672,easyonly鸷行疯马头层牛皮手机腰包,4397634535571591.0,easyonly,,鸷行运动户外旗舰店,12.0,箱包饰品,1203.0,箱包,120309.0,腰包胸包,901.3928571428572,10,
3447951713603072328,issy艾茜免水洗发喷雾蓬松去油A,60416877229.0,艾茜 (AIXI),1005088.0,立道个人护理专营店,31.0,个护化妆,3104.0,洗发护发,310401.0,洗发水,44.34320712694838,1,
3458194687129682636,peacebird潮牌cargo休闲裤束腿裤ins裤子多口袋工装裤BWGBB2105,60234184559.0,太平鸟 (PEACEBIRD),10632360.0,太平鸟商城,11.0,服装,1101.0,男装,110113.0,男士休闲裤,10707.0,43,太平鸟 (PEACEBIRD)
