来源平台,店铺,商品标题,价格,评论人,评价星级,评价内容,评论时间,商品属性,商品ID,点赞/有用数,追评内容,追评时间,好评度,评价关键词,评论类型
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,151,匿名买家,4星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2025/7/12,颜色:灰色;尺码:M,602568233118,48.0,,,好评,"做工好,面料舒适,纯棉透气",默认评价
京东,中国黄金旗舰店,中国黄金投资金条10g/20g/50g/100g AU9999,45760,6**4,4星,金价透明而且比较公道在这个价格基础上做工还很考究，比去实体金店买方便多了也实惠多了。,2026/4/21,重量:约10g;材质:足金999,250807903179,53.0,,,好评,"有证书,做工精致,足金999",有图评价
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,35,3**1,4星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2025/9/15,颜色:灰色;尺码:M,399459513285,,,,好评,"显气质,面料舒适,做工好",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童牛仔裤2026新款弹力修身百搭裤子,134,匿名买家,5星,幼儿园开学给娃买的新衣服，纯棉面料很柔软，孩子好动也不觉得束缚，领口做了包边不会磨脖子。,2026/3/18,颜色:白色;尺码:110cm,289992836118,35.0,,,好评,"做工精致,孩子喜欢,穿着舒适",有图评价
京东,李宁旗舰店,李宁中国李宁卫衣男女同款宽松潮流刺绣圆领套头衫,393,匿名买家,4星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2025/9/14,颜色:白色;尺码:L,428722764081,17.0,,,好评,"面料舒适,百搭好穿,纯棉透气",有图评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,99,5***r,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2026/4/14,颜色:黑色;尺码:XL,960062267847,,,,好评,"百搭好穿,做工好,显气质",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,526,7**4,4星,穿了大概一周多了整体的脚感还行但是鞋底没有商品介绍里说得那么有弹性，属于比较普通的水平。,2026/3/30,颜色:深黑;尺码:41,989783507090,,跑步穿了一段时间了缓震性能保持得不错没有衰减的感觉。,2026/4/20,中评,"尺码标准,防滑耐磨,百搭",追加评论
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,806,匿名买家,4星,穿上走了一圈感觉鞋底的回弹是真的好每一步踩下去都有明显的反馈，而且网面在夏天穿完全不闷脚。,2025/7/14,颜色:纯白;尺码:40,638376991460,,,,好评,"百搭,防滑耐磨,缓震好",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰皮带男士头层牛皮商务休闲自动扣腰带,1366,高**欣,3星,皮带整体还可以就是皮面有一点点偏硬系了两周以后软了一些，将就着用。,2025/9/19,颜色:黑色;长度:110cm,681280424807,32.0,,,中评,"百搭,皮质厚实,扣头精致",追加评论
京东,海澜之家旗舰店,海澜之家羽绒服男冬2026新款轻薄白鸭绒保暖连帽外套,365,徐**欣,4星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2026/5/22,颜色:卡其;尺码:L,621616656560,16.0,,,好评,"纯棉透气,显气质,做工好",追加评论
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,689,6***h,4星,鞋子防滑做得非常到位雨后在湿滑的路面上跑了三公里没有一点打滑的现象，安全性很让人放心。,2025/12/3,颜色:深黑;尺码:41,984847789159,,,,好评,"舒适透气,缓震好,尺码标准",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,119,2**6,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/11/17,颜色:藏蓝;尺码:XXL,282714393104,7.0,,,好评,"显气质,百搭好穿,做工好",默认评价
京东,史努比官方旗舰店,史努比联名T恤男女同款夏季纯棉短袖动漫印花上衣,106,匿名买家,3星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/11/20,颜色:黑色;尺码:XL,392005273396,27.0,,,中评,"纯棉透气,百搭好穿,面料舒适",默认评价
京东,史努比官方旗舰店,史努比儿童书包小学生男女孩1-3-6年级减负护脊双肩背包,145,罗**星,5星,书包减负设计真的有用孩子说背上肩膀不那么累了，容量也大书本和文具都能装得整整齐齐。,2025/11/10,颜色:黑色,197723442378,,,,好评,"防泼水,做工扎实,容量大",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒马甲男女同款轻薄保暖内胆背心秋冬,132,s***z,5星,枕头回弹的速度比较慢正好给颈椎足够的贴合时间，睡了三天早上起来脖子僵硬的情况改善了很多。,2026/4/16,颜色:藏青;尺码:XL,781168485279,50.0,,,好评,"面料好,性价比高,不掉色",追加评论
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,498,6***q,5星,鞋子的包裹感做得很好脚在鞋里不会左右滑动，后跟的支撑也到位平时走路和慢跑都能兼顾。,2025/8/6,颜色:黑白;尺码:42,859641309588,21.0,,,好评,"防滑耐磨,缓震好,百搭",有图评价
京东,海澜之家旗舰店,海澜之家皮带头层牛皮男士自动扣休闲百搭腰带,90,马**悦,5星,皮带的扣头打磨得很光滑系在腰上很舒服不会硌，皮子厚度也够韧性好不会轻易变形。,2025/8/15,颜色:棕色;长度:115cm,535075014713,55.0,,,好评,"皮质厚实,手感好,正品",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒裤男外穿冬季加厚保暖高腰宽松休闲裤,270,4**8,5星,羽绒裤穿上去的第一感觉就是轻活动起来完全没有负重感，现在早晚遛弯穿着腿不冷了。,2025/9/10,颜色:军绿;尺码:XL,539741072758,6.0,,,好评,"做工精细,面料好,保暖好",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,109,2***d,3星,尺码跟描述是准的但版型偏宽松了一些，偏瘦的人穿着有点晃，胖一点的人穿着应该刚好。,2025/9/14,颜色:黑色;尺码:XL,667001611658,,,,中评,"做工好,百搭好穿,纯棉透气",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,201,匿名买家,3星,被子刚打开的时候有一点点储存的味道在通风的地方挂了整整两天才敢用，不过晒过以后就基本闻不到了。,2026/2/17,颜色:酒红;尺码:M,469809180567,,,,中评,"面料好,保暖好,性价比高",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1628,匿名买家,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2026/3/20,颜色:白红;尺码:39,740727278429,,,,好评,"舒适透气,百搭,缓震好",默认评价
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,159,4***p,5星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/7/25,颜色:黑色;尺码:XL,440724961783,21.0,,,好评,"纯棉透气,百搭好穿,显气质",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,323,8**1,5星,去年买过一双穿了一年多鞋底磨得差不多了这次趁着活动赶紧又囤了一双，品质和去年一样好。,2026/6/8,颜色:纯白;尺码:40,475546459083,37.0,,,好评,"尺码标准,缓震好,舒适透气",默认评价
京东,史努比官方旗舰店,史努比联名T恤男女同款夏季纯棉短袖动漫印花上衣,88,u***k,5星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2025/11/5,颜色:灰色;尺码:M,381021412517,,,,好评,"面料舒适,做工好,显气质",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,200,l***h,2星,扣子洗了一次就掉了一个线头到处都是，口袋的地方缝得歪歪扭扭的品控水平像是小作坊出来的。,2025/11/2,颜色:白色;尺码:L,532385701659,32.0,,,差评,"做工好,百搭好穿,面料舒适",默认评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,130,匿名买家,4星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2026/5/2,颜色:卡其;尺码:L,426236464038,47.0,,,好评,"显气质,纯棉透气,百搭好穿",默认评价
京东,海澜之家旗舰店,海澜之家羽绒服男冬2026新款轻薄白鸭绒保暖连帽外套,435,匿名买家,5星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2026/4/20,颜色:灰色;尺码:M,346556721711,5.0,,,好评,"百搭好穿,做工好,纯棉透气",默认评价
京东,史努比官方旗舰店,史努比毛绒玩具正版授权史努比公仔抱枕玩偶送女生,113,8***s,3星,公仔大小比图片上看着小了一点但质量还行，孩子也喜欢就没退。,2026/4/27,款式:经典款;高度:45cm,722198824705,37.0,,,中评,"正版授权,做工精致,不掉毛",默认评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,281,7***l,5星,羽绒马甲穿在冲锋衣里面完全看不出来轻薄但是保暖效果真的好，零度左右的天气多穿一件就够了。,2026/6/15,颜色:卡其;尺码:L,376368855429,6.0,,,好评,"保暖好,性价比高,不掉色",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,152,刘**龙,4星,穿了差不多一个月了才来评价鞋底基本上没有什么磨损，防滑做得相当好下雨天走在瓷砖上也不滑。,2025/12/27,颜色:灰蓝;尺码:43,675363297676,17.0,,,好评,"尺码标准,防滑耐磨,缓震好",默认评价
京东,FILA旗舰店,FILA FUSION斐乐潮流复古运动鞋女2026新款厚底增高老爹鞋,943,7**2,3星,穿了大概一周多了整体的脚感还行但是鞋底没有商品介绍里说得那么有弹性，属于比较普通的水平。,2025/9/23,颜色:深黑;尺码:41,303428766190,57.0,,,中评,"百搭,舒适透气,缓震好",默认评价
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,149,匿名买家,5星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2026/6/13,颜色:白色;尺码:L,788646554790,,,,好评,"显气质,百搭好穿,纯棉透气",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰太阳镜女圆框偏光墨镜时尚复古防紫外线,1549,匿名买家,4星,太阳镜的镜片颜色很正戴上看东西很清晰不头晕，镜架轻巧挂在耳朵上一天也不觉得累。,2025/7/27,颜色:黑色,552138625013,56.0,,,好评,"偏光效果好,戴起来好看,正品",追加评论
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,161,k***u,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2026/6/28,颜色:黑色;尺码:XL,803439107459,53.0,,,好评,"面料舒适,纯棉透气,显气质",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,282,匿名买家,2星,羽绒裤穿了不到一个月大腿内侧的料子就磨得发亮了，再穿一段时间感觉就要磨穿了。,2026/3/4,颜色:卡其;尺码:L,462401901020,,,,差评,"面料好,保暖好,不掉色",有图评价
京东,海澜之家旗舰店,海澜之家羽绒服男冬2026新款轻薄白鸭绒保暖连帽外套,587,4**0,2星,扣子洗了一次就掉了一个线头到处都是，口袋的地方缝得歪歪扭扭的品控水平像是小作坊出来的。,2025/8/7,颜色:黑色;尺码:XL,317190333844,,,,差评,"做工好,纯棉透气,面料舒适",默认评价
京东,FILA旗舰店,FILA FUSION斐乐潮流复古运动鞋女2026新款厚底增高老爹鞋,810,匿名买家,5星,码数非常标准平时穿什么码买什么码刚刚好，鞋头空间充足脚趾没有任何挤压的感觉。,2026/3/12,颜色:深黑;尺码:41,515697557715,,,,好评,"缓震好,尺码标准,百搭",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,231,2***o,3星,做工整体还行但有几根线头没有修干净自己拿剪刀弄了一下，这个价位品控再仔细一点就更好了。,2025/10/10,颜色:灰色;尺码:M,122496866236,,,,中评,"纯棉透气,做工好,面料舒适",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,106,7***c,2星,穿了不到一个星期袖子的接缝处就开了线后来又发现肩膀上也有脱线的现象，质量确实让人不放心。,2025/10/18,颜色:白色;尺码:L,411759229969,,,,差评,"百搭好穿,显气质,面料舒适",默认评价
京东,李宁旗舰店,李宁运动长裤男夏季薄款透气束脚跑步休闲卫裤,181,匿名买家,3星,尺码严重偏小按平时穿的码数买的套上去像紧身衣一样，洗过以后更没有弹性了直接穿不了了。,2026/6/7,颜色:白色;尺码:L,730204685526,,,,差评,"纯棉透气,面料舒适,显气质",默认评价
京东,安踏旗舰店,安踏霸道系列休闲鞋男2026新款潮流厚底板鞋百搭,263,杨**阳,3星,鞋码偏小了半码多按平时穿的码数下单穿上以后大脚趾顶得特别难受，穿了几天也没有撑开的意思。,2025/7/5,颜色:深黑;尺码:41,824504597201,,,,差评,"尺码标准,百搭,缓震好",默认评价
京东,安踏旗舰店,安踏运动短裤女2026夏季新款速干宽松透气健身五分裤,175,r***f,5星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2025/10/12,颜色:藏蓝;尺码:XXL,945588054552,,,,好评,"显气质,做工好,面料舒适",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯NMD_R1经典男女情侣款休闲运动鞋,651,匿名买家,5星,鞋舌和鞋帮的内衬都是软质的光脚穿着也不会磨脚背和后跟，是一双到手就能直接穿出去跑的鞋。,2026/7/3,颜色:白红;尺码:39,396128268300,50.0,,,好评,"防滑耐磨,百搭,尺码标准",有图评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,367,陈**琳,4星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2025/12/6,颜色:深黑;尺码:41,181952518295,25.0,,,好评,"尺码标准,舒适透气,缓震好",有图评价
京东,海澜之家旗舰店,海澜之家短袖T恤男2026夏季新款纯棉免烫商务休闲翻领polo衫,145,y***k,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2026/5/30,颜色:藏蓝;尺码:XXL,862045473518,56.0,,,好评,"百搭好穿,显气质,做工好",默认评价
京东,FILA旗舰店,FILA斐乐连帽卫衣男女同款春秋加绒宽松情侣款,624,5***r,5星,面料结实耐磨，穿了一个多季节还跟新的一样，这一点比很多牌子都强。,2025/10/17,颜色:卡其;尺码:L,869619225114,,,,好评,"纯棉透气,百搭好穿,面料舒适",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰圆筒包女新款经典老花帆布腋下包手提包,1923,徐**静,4星,整体还可以但没有想象中那么惊艳，皮质比专柜的硬了一些估计用一段时间会慢慢变软吧。,2026/2/8,颜色:经典棕,596691153492,,,,中评,"五金精致,容量大,正品",默认评价
京东,安踏旗舰店,安踏运动短裤女2026夏季新款速干宽松透气健身五分裤,130,8***v,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/9/3,颜色:黑色;尺码:XL,404976497579,39.0,,,好评,"做工好,显气质,百搭好穿",默认评价
京东,史努比官方旗舰店,史努比联名款卫衣男女同款2026春秋新款宽松加绒圆领套头衫,196,8**5,5星,回购了好几件了家里大人小孩都穿这个牌子，品质一向稳定。,2026/1/23,颜色:卡其;尺码:L,431368551564,49.0,又洗了两水来追评没有缩水变形，现在有点后悔只买了一件。,2026/2/12,好评,"面料舒适,做工好,百搭好穿",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童连衣裙2026夏装新款韩版碎花公主裙,107,5***r,5星,给两个娃各买了一件兄妹装，穿上以后拍照发朋友圈收获了好多赞，洗了两次以后颜色还是一样鲜艳。,2025/11/9,颜色:白色;尺码:110cm,105390253329,,,,好评,"穿着舒适,纯棉柔软,孩子喜欢",追加评论
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,239,w***v,4星,面料结实耐磨，穿了一个多季节还跟新的一样，这一点比很多牌子都强。,2026/4/4,颜色:白色;尺码:L,743879818748,,,,好评,"面料舒适,做工好,百搭好穿",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,86,4***v,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2026/2/9,颜色:黑色;尺码:XL,927114203670,19.0,,,好评,"显气质,百搭好穿,面料舒适",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,513,何**芳,5星,穿上走了一圈感觉鞋底的回弹是真的好每一步踩下去都有明显的反馈，而且网面在夏天穿完全不闷脚。,2026/6/13,颜色:深黑;尺码:41,917199437345,15.0,,,好评,"舒适透气,百搭,缓震好",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服女中长款加厚2026新款过膝连帽大毛领取暖外套,325,6**1,4星,四件套的面料手感摸起来非常顺滑是纯棉的肤感，下水洗了第一遍没有掉色烘干以后也没有缩水变形。,2025/8/24,颜色:灰色;尺码:XXL,365964114887,,,,好评,"不掉色,做工精细,保暖好",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,256,d***q,3星,颜色选择方面希望以后能多一点花型，目前的花色有点偏少而且偏素年轻一点的人可能会觉得不够时尚。,2026/4/17,颜色:藏青;尺码:XL,423596029448,,,,中评,"保暖好,做工精细,性价比高",默认评价
京东,李宁旗舰店,李宁羽毛球鞋专业防滑透气训练鞋男女通用室内运动鞋,448,刘**琳,1星,鞋后跟的填充物穿了一个多月就完全塌下去了现在每次穿都会磨后脚跟，只能把后跟贴贴上凑合着穿。,2026/3/12,颜色:黑白;尺码:42,883199904837,,,,差评,"防滑耐磨,尺码标准,百搭",默认评价
京东,FILA旗舰店,FILA斐乐连帽卫衣男女同款春秋加绒宽松情侣款,560,匿名买家,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2026/1/13,颜色:白色;尺码:L,527763593464,,,,好评,"百搭好穿,面料舒适,显气质",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童打底裤纯棉A类婴幼儿安全舒适九分裤,53,z***q,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，小朋友活动起来灵活自如不受限制。,2025/11/15,颜色:黄色;尺码:100cm,243203352295,58.0,,,好评,"A类面料,纯棉柔软,做工精致",默认评价
京东,海澜之家旗舰店,海澜之家休闲长裤男2026夏季薄款免烫直筒修身西裤,196,e***t,3星,中规中矩的一次购物没什么太大的惊喜但也没有明显的问题，几十块钱的东西也不能要求太多。,2026/2/26,颜色:白色;尺码:L,791951167636,56.0,,,中评,"显气质,做工好,百搭好穿",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,498,4***p,5星,羽绒马甲穿在冲锋衣里面完全看不出来轻薄但是保暖效果真的好，零度左右的天气多穿一件就够了。,2025/8/12,颜色:藏青;尺码:XL,851095365332,21.0,,,好评,"面料好,做工精细,性价比高",追加评论
京东,史努比官方旗舰店,史努比帆布鞋男女同款百搭低帮休闲鞋,135,1**0,4星,鞋带设计不太好用走路走着走着就容易松开换了一种系法以后稍微好了一点但还是会松。,2026/6/30,颜色:深黑;尺码:41,577493067777,,,,中评,"百搭,舒适透气,尺码标准",默认评价
京东,李宁旗舰店,李宁中国李宁卫衣男女同款宽松潮流刺绣圆领套头衫,225,l***d,4星,做工整体还行但有几根线头没有修干净自己拿剪刀弄了一下，这个价位品控再仔细一点就更好了。,2026/1/26,颜色:灰色;尺码:M,458024789524,55.0,,,中评,"纯棉透气,做工好,百搭好穿",默认评价
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,886,0**4,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2026/2/15,颜色:白红;尺码:39,265305189599,60.0,,,好评,"缓震好,尺码标准,百搭",追加评论
京东,安踏旗舰店,安踏C37 4.0男鞋软底缓震运动鞋2026夏季新款网面透气跑步鞋,375,8***e,4星,整体做工没什么大问题但鞋头的型有点偏宽了，我的脚属于偏瘦的那种穿厚袜子的话会好一些。,2025/10/10,颜色:灰蓝;尺码:43,135514518124,50.0,,,中评,"舒适透气,尺码标准,缓震好",默认评价
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,306,j***h,4星,刚拆开的时候有一点点新衣服的味道挂在阳台上晾了一天才穿的，洗了一次以后基本没味道了。,2025/8/10,颜色:灰色;尺码:M,923468960020,,穿了好几次了来追评一下洗过以后没怎么掉色，这个质量对得起价格。,2025/9/23,中评,"显气质,做工好,面料舒适",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,88,6**7,3星,穿了不到一个星期袖子的接缝处就开了线后来又发现肩膀上也有脱线的现象，质量确实让人不放心。,2026/2/22,颜色:卡其;尺码:L,462854480752,40.0,,,差评,"纯棉透气,显气质,百搭好穿",默认评价
京东,FILA旗舰店,FILA斐乐运动背包男女大容量双肩包高中学生旅行书包,551,o***d,5星,送妈妈的生日礼物她特别喜欢说这个颜色很大气不挑人，背上显得气质都不一样了回头再给她买个钱包凑一套。,2025/8/27,颜色:奶茶色,593872870820,,,,好评,"容量大,正品,百搭好看",追加评论
京东,FILA旗舰店,FILA斐乐运动长裤男宽松束脚潮流休闲卫裤,393,张**瑶,4星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2025/11/20,颜色:灰色;尺码:M,780351448607,,,,好评,"面料舒适,百搭好穿,做工好",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,154,郑**瑶,5星,这双鞋比我预想的要轻很多上脚几乎没有负重感，跑了五公里下来膝盖也没有之前那么酸痛了。,2025/11/23,颜色:黑白;尺码:42,859045854843,42.0,,,好评,"缓震好,防滑耐磨,舒适透气",默认评价
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,625,王**星,3星,鞋帮的高度比我想象中要矮一点脚踝的保护感没有到位的程度，习惯穿高帮的人可能会觉得不够。,2026/1/6,颜色:黑白;尺码:42,959685550520,40.0,,,中评,"百搭,尺码标准,舒适透气",追加评论
京东,雅鹿官方旗舰店,雅鹿四件套纯棉100%全棉床上用品床单被套被罩,297,匿名买家,5星,床单被罩的花色跟图片完全一致没有偏色，铺在床上整个卧室的氛围都提升了做工方面也没有毛刺。,2026/5/7,颜色:酒红;尺码:M,226806880901,,,,好评,"不掉色,面料好,性价比高",默认评价
京东,李宁旗舰店,李宁羽毛球鞋专业防滑透气训练鞋男女通用室内运动鞋,370,7***j,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2025/8/25,颜色:白红;尺码:39,826944584509,,跑步穿了一段时间了缓震性能保持得不错没有衰减的感觉。,2025/10/5,好评,"尺码标准,缓震好,防滑耐磨",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童牛仔裤2026新款弹力修身百搭裤子,99,y***l,5星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2025/9/30,颜色:白色;尺码:110cm,965020497376,12.0,,,好评,"A类面料,穿着舒适,孩子喜欢",有图评价
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,637,4***p,5星,鞋底软硬适中不会太软没了支撑也不会太硬硌脚，踩下去弹性反馈很及时走长路脚也不酸。,2025/12/11,颜色:白红;尺码:39,130971900243,58.0,,,好评,"缓震好,舒适透气,防滑耐磨",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,444,匿名买家,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/1/9,颜色:卡其;尺码:L,145757985626,39.0,,,好评,"显气质,纯棉透气,百搭好穿",有图评价
京东,李宁旗舰店,李宁运动短袖男夏速干T恤透气吸汗健身跑步训练上衣,126,周**雪,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2026/5/10,颜色:藏蓝;尺码:XXL,203698745513,31.0,,,好评,"纯棉透气,百搭好穿,面料舒适",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草SUPERSTAR金标贝壳头经典运动鞋男女,503,1**2,4星,之前一直穿别的牌子这次换这个试了一次就回不去了，同样的价位这个舒适度明显高出一截。,2025/8/27,颜色:黑白;尺码:42,408625825063,,,,好评,"尺码标准,防滑耐磨,缓震好",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童打底裤纯棉A类婴幼儿安全舒适九分裤,62,匿名买家,3星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/11/9,颜色:绿色;尺码:140cm,743889204248,53.0,,,中评,"纯棉柔软,穿着舒适,孩子喜欢",追加评论
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,161,6**7,2星,扣子洗了一次就掉了一个线头到处都是，口袋的地方缝得歪歪扭扭的品控水平像是小作坊出来的。,2026/5/10,颜色:灰色;尺码:M,430706978049,,,,差评,"显气质,面料舒适,做工好",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰圆筒包女新款经典老花帆布腋下包手提包,2236,2**9,5星,送妈妈的生日礼物她特别喜欢说这个颜色很大气不挑人，背上显得气质都不一样了回头再给她买个钱包凑一套。,2026/5/2,颜色:经典棕,696549977969,30.0,,,好评,"五金精致,正品,百搭好看",默认评价
京东,史努比官方旗舰店,史努比儿童书包小学生男女孩1-3-6年级减负护脊双肩背包,117,刘**浩,4星,拉链顺滑好用孩子自己操作完全没问题，背带加厚的设计背着舒服不勒肩膀。,2025/10/7,颜色:黑色,828201484510,22.0,,,好评,"做工扎实,容量大,孩子喜欢",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯速干运动短裤男夏季透气宽松健身五分裤,233,王**婷,3星,做工整体还行但有几根线头没有修干净自己拿剪刀弄了一下，这个价位品控再仔细一点就更好了。,2026/6/24,颜色:灰色;尺码:M,161800301727,,,,中评,"百搭好穿,面料舒适,做工好",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,492,y***w,5星,羽绒服虽然是短款的但是充绒量很足，袖子和领口都有收口设计防风效果很好适合北方的初冬。,2026/6/27,颜色:酒红;尺码:M,986643302888,14.0,,,好评,"保暖好,做工精细,不掉色",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布托特包女大容量通勤单肩手提包,1700,5**2,5星,已经是第二次在他家买包了上一个用了一年多五金和皮面都还保持得不错，所以又来下单一个换着背。,2025/12/8,颜色:经典棕,400012034993,15.0,,,好评,"皮质好,五金精致,百搭好看",默认评价
